0,1,0,312, 287, 0, 0, 0, 0, 5, 296, 300, 
0,2,0,11, 295, 0, 300, 0, 0, 0, 593, 1, 
0,3,0,462, 138, 0, 4, 0, 295, 300, 0, 1, 
0,4,0,300, 300, 0, 0, 0, 0, 300, 0, 300, 
0,5,0,290, 0, 0, 0, 0, 0, 0, 908, 2, 
0,6,0,297, 295, 0, 0, 0, 0, 0, 308, 300, 
0,7,296,299, 0, 0, 0, 0, 2, 595, 8, 0, 
0,8,0,16, 297, 0, 0, 0, 0, 584, 3, 300, 
0,9,0,6, 294, 0, 0, 0, 0, 0, 600, 300, 
0,10,0,148, 154, 0, 0, 0, 0, 288, 302, 308, 
0,11,297,0, 0, 0, 0, 0, 0, 295, 5, 603, 
0,12,0,299, 296, 0, 1, 0, 299, 0, 305, 0, 
0,13,300,0, 0, 0, 0, 0, 0, 300, 300, 300, 
0,14,0,5, 295, 0, 293, 0, 0, 283, 316, 8, 
0,15,0,287, 8, 0, 299, 0, 0, 593, 12, 1, 
0,16,0,506, 93, 0, 0, 0, 0, 0, 301, 300, 
0,17,0,601, 294, 0, 0, 0, 0, 0, 5, 300, 
0,18,0,300, 300, 0, 0, 0, 0, 106, 492, 2, 
0,19,309,300, 0, 0, 0, 0, 300, 1, 8, 282, 
0,20,0,304, 295, 0, 0, 0, 0, 0, 301, 300, 
0,21,0,0, 300, 0, 0, 0, 300, 0, 300, 300, 
0,22,173,2, 121, 0, 0, 0, 0, 299, 1, 604, 
0,23,300,300, 0, 0, 0, 0, 0, 0, 300, 300, 
0,24,0,308, 292, 0, 0, 0, 0, 0, 300, 300, 
0,25,0,0, 300, 0, 74, 0, 5, 284, 255, 282, 
1,1,304,409, 187, 0, 0, 0, 298, 0, 0, 2, 
1,2,593,0, 0, 0, 0, 0, 1, 298, 300, 8, 
1,3,583,317, 0, 0, 0, 0, 0, 0, 0, 300, 
1,4,588,2, 0, 0, 0, 0, 0, 0, 0, 610, 
1,5,300,300, 0, 0, 1, 0, 0, 0, 592, 7, 
1,6,0,52, 0, 0, 0, 1, 0, 0, 542, 605, 
1,7,300,303, 0, 0, 0, 0, 0, 0, 298, 299, 
1,8,303,1, 0, 0, 0, 297, 0, 0, 282, 317, 
1,9,585,16, 0, 0, 0, 2, 0, 0, 299, 298, 
1,10,585,2, 0, 0, 0, 8, 0, 0, 298, 307, 
1,11,307,14, 0, 0, 0, 11, 0, 0, 282, 586, 
1,12,301,300, 0, 0, 11, 0, 3, 0, 0, 585, 
1,13,5,372, 0, 0, 0, 1, 0, 0, 524, 298, 
1,14,300,2, 298, 0, 2, 0, 181, 0, 0, 417, 
